
===== Training xlm-roberta-base seed 0 on CoNLL-2012 SRL =====
{'loss': 1.3279, 'grad_norm': 5.689585208892822, 'learning_rate': 1.9832198402690208e-05, 'epoch': 0.04}
{'loss': 0.1, 'grad_norm': 0.8241693377494812, 'learning_rate': 3.690962589323245e-06, 'epoch': 4.08}
{'loss': 0.1006, 'grad_norm': 8.065139770507812, 'learning_rate': 3.5228247162673395e-06, 'epoch': 4.12}
{'loss': 0.0997, 'grad_norm': 2.1470136642456055, 'learning_rate': 3.354686843211434e-06, 'epoch': 4.16}
{'loss': 0.0947, 'grad_norm': 12.494203567504883, 'learning_rate': 3.186548970155528e-06, 'epoch': 4.2}
{'loss': 0.0911, 'grad_norm': 7.4999237060546875, 'learning_rate': 3.018411097099622e-06, 'epoch': 4.25}
{'loss': 0.0985, 'grad_norm': 3.3692924976348877, 'learning_rate': 2.8502732240437157e-06, 'epoch': 4.29}
{'loss': 0.0939, 'grad_norm': 11.460604667663574, 'learning_rate': 2.68213535098781e-06, 'epoch': 4.33}
{'loss': 0.0919, 'grad_norm': 7.604896545410156, 'learning_rate': 2.5139974779319044e-06, 'epoch': 4.37}
{'loss': 0.0992, 'grad_norm': 4.095170497894287, 'learning_rate': 2.3458596048759984e-06, 'epoch': 4.41}
{'loss': 0.0973, 'grad_norm': 4.764792442321777, 'learning_rate': 2.1777217318200927e-06, 'epoch': 4.46}
{'loss': 0.0927, 'grad_norm': 2.947927236557007, 'learning_rate': 2.009583858764187e-06, 'epoch': 4.5}
{'loss': 0.1011, 'grad_norm': 9.094948768615723, 'learning_rate': 1.8414459857082808e-06, 'epoch': 4.54}
{'loss': 0.0935, 'grad_norm': 10.19261360168457, 'learning_rate': 1.6733081126523752e-06, 'epoch': 4.58}
{'loss': 0.1015, 'grad_norm': 8.609848976135254, 'learning_rate': 1.5051702395964693e-06, 'epoch': 4.62}
{'loss': 0.0952, 'grad_norm': 13.977824211120605, 'learning_rate': 1.3370323665405635e-06, 'epoch': 4.67}
{'loss': 0.0949, 'grad_norm': 6.155309200286865, 'learning_rate': 1.1688944934846576e-06, 'epoch': 4.71}
{'loss': 0.0953, 'grad_norm': 4.38424825668335, 'learning_rate': 1.0007566204287518e-06, 'epoch': 4.75}
{'loss': 0.0964, 'grad_norm': 2.0105926990509033, 'learning_rate': 8.326187473728459e-07, 'epoch': 4.79}
{'loss': 0.101, 'grad_norm': 4.882699489593506, 'learning_rate': 6.6448087431694e-07, 'epoch': 4.83}
{'loss': 0.0966, 'grad_norm': 3.7587971687316895, 'learning_rate': 4.963430012610341e-07, 'epoch': 4.88}
{'loss': 0.1015, 'grad_norm': 8.948396682739258, 'learning_rate': 3.2820512820512825e-07, 'epoch': 4.92}
{'loss': 0.0931, 'grad_norm': 2.106745719909668, 'learning_rate': 1.6006725514922238e-07, 'epoch': 4.96}
{'eval_loss': 0.26136380434036255, 'eval_runtime': 44.4646, 'eval_samples_per_second': 541.15, 'eval_steps_per_second': 33.825, 'epoch': 5.0}
{'train_runtime': 7759.4117, 'train_samples_per_second': 122.634, 'train_steps_per_second': 7.665, 'train_loss': 0.18948255631140973, 'epoch': 5.0}
Precision: 0.8769, Recall: 0.9006, F1: 0.8886

SRL finished


===== Training xlm-roberta-base seed 2 on CoNLL-2012 SRL =====
{'loss': 1.3215, 'grad_norm': 5.9407806396484375, 'learning_rate': 1.9832198402690208e-05, 'epoch': 0.04}
{'loss': 0.6113, 'grad_norm': 2.573406219482422, 'learning_rate': 1.96640605296343e-05, 'epoch': 0.08}
{'loss': 0.4552, 'grad_norm': 11.389806747436523, 'learning_rate': 1.9495922656578396e-05, 'epoch': 0.13}
{'loss': 0.4103, 'grad_norm': 11.111387252807617, 'learning_rate': 1.932778478352249e-05, 'epoch': 0.17}
{'loss': 0.3729, 'grad_norm': 4.141578674316406, 'learning_rate': 1.9159646910466585e-05, 'epoch': 0.21}
{'loss': 0.3647, 'grad_norm': 8.162927627563477, 'learning_rate': 1.8991509037410678e-05, 'epoch': 0.25}
{'loss': 0.3384, 'grad_norm': 4.6141839027404785, 'learning_rate': 1.8823371164354774e-05, 'epoch': 0.29}
{'loss': 0.3258, 'grad_norm': 7.919910907745361, 'learning_rate': 1.8655233291298867e-05, 'epoch': 0.34}
{'loss': 0.3124, 'grad_norm': 13.849435806274414, 'learning_rate': 1.8487095418242963e-05, 'epoch': 0.38}
{'loss': 0.2938, 'grad_norm': 11.046735763549805, 'learning_rate': 1.8318957545187055e-05, 'epoch': 0.42}
{'loss': 0.3036, 'grad_norm': 2.483529567718506, 'learning_rate': 1.8150819672131148e-05, 'epoch': 0.46}
{'loss': 0.2914, 'grad_norm': 14.47970962524414, 'learning_rate': 1.7982681799075244e-05, 'epoch': 0.5}
{'loss': 0.2859, 'grad_norm': 5.823451519012451, 'learning_rate': 1.7814543926019337e-05, 'epoch': 0.55}
{'loss': 0.2813, 'grad_norm': 11.279289245605469, 'learning_rate': 1.7646406052963433e-05, 'epoch': 0.59}
{'loss': 0.2823, 'grad_norm': 7.907564640045166, 'learning_rate': 1.7478268179907525e-05, 'epoch': 0.63}
{'loss': 0.2648, 'grad_norm': 4.430161476135254, 'learning_rate': 1.731013030685162e-05, 'epoch': 0.67}
{'loss': 0.276, 'grad_norm': 7.689469814300537, 'learning_rate': 1.7141992433795714e-05, 'epoch': 0.71}
{'loss': 0.2606, 'grad_norm': 18.02815055847168, 'learning_rate': 1.697385456073981e-05, 'epoch': 0.76}
{'loss': 0.2663, 'grad_norm': 3.0668017864227295, 'learning_rate': 1.6805716687683903e-05, 'epoch': 0.8}
{'loss': 0.2614, 'grad_norm': 12.89690113067627, 'learning_rate': 1.6637578814627995e-05, 'epoch': 0.84}
{'loss': 0.2613, 'grad_norm': 12.020813941955566, 'learning_rate': 1.646944094157209e-05, 'epoch': 0.88}
{'loss': 0.2561, 'grad_norm': 19.137012481689453, 'learning_rate': 1.6301303068516184e-05, 'epoch': 0.92}
{'loss': 0.2569, 'grad_norm': 8.265010833740234, 'learning_rate': 1.613316519546028e-05, 'epoch': 0.97}
{'eval_loss': 0.2507483661174774, 'eval_runtime': 45.339, 'eval_samples_per_second': 530.713, 'eval_steps_per_second': 33.172, 'epoch': 1.0}
{'loss': 0.2375, 'grad_norm': 7.659087657928467, 'learning_rate': 1.5965027322404373e-05, 'epoch': 1.01}
{'loss': 0.2045, 'grad_norm': 7.811933517456055, 'learning_rate': 1.5796889449348466e-05, 'epoch': 1.05}
{'loss': 0.2116, 'grad_norm': 5.97139835357666, 'learning_rate': 1.562875157629256e-05, 'epoch': 1.09}
{'loss': 0.1996, 'grad_norm': 13.670581817626953, 'learning_rate': 1.5460613703236654e-05, 'epoch': 1.13}
{'loss': 0.2078, 'grad_norm': 7.320021629333496, 'learning_rate': 1.5292475830180747e-05, 'epoch': 1.18}
{'loss': 0.2093, 'grad_norm': 7.733086585998535, 'learning_rate': 1.5124337957124843e-05, 'epoch': 1.22}
{'loss': 0.2017, 'grad_norm': 1.4667253494262695, 'learning_rate': 1.4956200084068937e-05, 'epoch': 1.26}
{'loss': 0.2039, 'grad_norm': 7.302728176116943, 'learning_rate': 1.4788062211013032e-05, 'epoch': 1.3}
{'loss': 0.2087, 'grad_norm': 5.844500541687012, 'learning_rate': 1.4619924337957126e-05, 'epoch': 1.35}
{'loss': 0.1983, 'grad_norm': 3.798938751220703, 'learning_rate': 1.445178646490122e-05, 'epoch': 1.39}
{'loss': 0.2047, 'grad_norm': 6.21319055557251, 'learning_rate': 1.4283648591845313e-05, 'epoch': 1.43}
{'loss': 0.2118, 'grad_norm': 35.59890365600586, 'learning_rate': 1.411551071878941e-05, 'epoch': 1.47}
{'loss': 0.2043, 'grad_norm': 2.8947765827178955, 'learning_rate': 1.3947372845733502e-05, 'epoch': 1.51}
{'loss': 0.2032, 'grad_norm': 15.07519817352295, 'learning_rate': 1.3779234972677598e-05, 'epoch': 1.56}
{'loss': 0.2002, 'grad_norm': 4.578872203826904, 'learning_rate': 1.361109709962169e-05, 'epoch': 1.6}
{'loss': 0.202, 'grad_norm': 3.3860373497009277, 'learning_rate': 1.3442959226565787e-05, 'epoch': 1.64}
{'loss': 0.192, 'grad_norm': 3.3901236057281494, 'learning_rate': 1.327482135350988e-05, 'epoch': 1.68}
{'loss': 0.1971, 'grad_norm': 12.177342414855957, 'learning_rate': 1.3106683480453974e-05, 'epoch': 1.72}
{'loss': 0.1953, 'grad_norm': 15.42129898071289, 'learning_rate': 1.2938545607398068e-05, 'epoch': 1.77}
{'loss': 0.1915, 'grad_norm': 5.323902606964111, 'learning_rate': 1.277040773434216e-05, 'epoch': 1.81}
{'loss': 0.1862, 'grad_norm': 6.89530086517334, 'learning_rate': 1.2602269861286257e-05, 'epoch': 1.85}
{'loss': 0.1965, 'grad_norm': 5.347665309906006, 'learning_rate': 1.243413198823035e-05, 'epoch': 1.89}
{'loss': 0.1961, 'grad_norm': 1.6320829391479492, 'learning_rate': 1.2265994115174444e-05, 'epoch': 1.93}
{'loss': 0.1876, 'grad_norm': 5.654623031616211, 'learning_rate': 1.2097856242118538e-05, 'epoch': 1.98}
{'eval_loss': 0.23160801827907562, 'eval_runtime': 44.4033, 'eval_samples_per_second': 541.896, 'eval_steps_per_second': 33.871, 'epoch': 2.0}
{'loss': 0.179, 'grad_norm': 6.672452926635742, 'learning_rate': 1.1929718369062633e-05, 'epoch': 2.02}
{'loss': 0.1593, 'grad_norm': 12.13907241821289, 'learning_rate': 1.1761580496006725e-05, 'epoch': 2.06}
{'loss': 0.1533, 'grad_norm': 12.13157844543457, 'learning_rate': 1.1593442622950821e-05, 'epoch': 2.1}
{'loss': 0.1546, 'grad_norm': 3.309460163116455, 'learning_rate': 1.1425304749894914e-05, 'epoch': 2.14}
{'loss': 0.1483, 'grad_norm': 16.700607299804688, 'learning_rate': 1.125716687683901e-05, 'epoch': 2.19}
{'loss': 0.1586, 'grad_norm': 10.837109565734863, 'learning_rate': 1.1089029003783103e-05, 'epoch': 2.23}
{'loss': 0.1554, 'grad_norm': 7.058753490447998, 'learning_rate': 1.0920891130727199e-05, 'epoch': 2.27}
{'loss': 0.152, 'grad_norm': 3.3438620567321777, 'learning_rate': 1.0752753257671291e-05, 'epoch': 2.31}
{'loss': 0.1545, 'grad_norm': 6.2738237380981445, 'learning_rate': 1.0584615384615386e-05, 'epoch': 2.35}
{'loss': 0.1576, 'grad_norm': 4.057421684265137, 'learning_rate': 1.041647751155948e-05, 'epoch': 2.4}
{'loss': 0.1494, 'grad_norm': 1.794196367263794, 'learning_rate': 1.0248339638503573e-05, 'epoch': 2.44}
{'loss': 0.1504, 'grad_norm': 3.7937891483306885, 'learning_rate': 1.0080201765447669e-05, 'epoch': 2.48}
{'loss': 0.1509, 'grad_norm': 2.54811692237854, 'learning_rate': 9.912063892391761e-06, 'epoch': 2.52}
{'loss': 0.1556, 'grad_norm': 7.375030994415283, 'learning_rate': 9.743926019335856e-06, 'epoch': 2.56}
{'loss': 0.1439, 'grad_norm': 2.5355632305145264, 'learning_rate': 9.57578814627995e-06, 'epoch': 2.61}
{'loss': 0.1495, 'grad_norm': 6.649049282073975, 'learning_rate': 9.407650273224045e-06, 'epoch': 2.65}
{'loss': 0.1508, 'grad_norm': 4.795840263366699, 'learning_rate': 9.239512400168139e-06, 'epoch': 2.69}
{'loss': 0.1531, 'grad_norm': 1.768856167793274, 'learning_rate': 9.071374527112233e-06, 'epoch': 2.73}
{'loss': 0.1468, 'grad_norm': 4.23193359375, 'learning_rate': 8.903236654056326e-06, 'epoch': 2.77}
{'loss': 0.1456, 'grad_norm': 3.0737340450286865, 'learning_rate': 8.73509878100042e-06, 'epoch': 2.82}
{'loss': 0.1455, 'grad_norm': 1.8271386623382568, 'learning_rate': 8.566960907944515e-06, 'epoch': 2.86}
{'loss': 0.1632, 'grad_norm': 4.435164928436279, 'learning_rate': 8.398823034888609e-06, 'epoch': 2.9}
{'loss': 0.1448, 'grad_norm': 9.564518928527832, 'learning_rate': 8.230685161832703e-06, 'epoch': 2.94}
{'loss': 0.1528, 'grad_norm': 2.3405778408050537, 'learning_rate': 8.062547288776798e-06, 'epoch': 2.98}
{'eval_loss': 0.23950771987438202, 'eval_runtime': 44.3824, 'eval_samples_per_second': 542.151, 'eval_steps_per_second': 33.887, 'epoch': 3.0}
{'loss': 0.1288, 'grad_norm': 8.379133224487305, 'learning_rate': 7.894409415720892e-06, 'epoch': 3.03}
{'loss': 0.1116, 'grad_norm': 9.495636940002441, 'learning_rate': 7.726271542664986e-06, 'epoch': 3.07}
{'loss': 0.1136, 'grad_norm': 3.505938768386841, 'learning_rate': 7.55813366960908e-06, 'epoch': 3.11}
{'loss': 0.1285, 'grad_norm': 1.357365608215332, 'learning_rate': 7.389995796553174e-06, 'epoch': 3.15}
{'loss': 0.1204, 'grad_norm': 1.1800726652145386, 'learning_rate': 7.221857923497269e-06, 'epoch': 3.19}
{'loss': 0.1184, 'grad_norm': 4.00587797164917, 'learning_rate': 7.053720050441363e-06, 'epoch': 3.24}
{'loss': 0.1188, 'grad_norm': 4.3530707359313965, 'learning_rate': 6.885582177385457e-06, 'epoch': 3.28}
{'loss': 0.1273, 'grad_norm': 5.142780780792236, 'learning_rate': 6.717444304329551e-06, 'epoch': 3.32}
{'loss': 0.1203, 'grad_norm': 3.1138715744018555, 'learning_rate': 6.549306431273645e-06, 'epoch': 3.36}
{'loss': 0.1179, 'grad_norm': 3.9891772270202637, 'learning_rate': 6.38116855821774e-06, 'epoch': 3.4}
{'loss': 0.1168, 'grad_norm': 9.003067016601562, 'learning_rate': 6.213030685161832e-06, 'epoch': 3.45}
{'loss': 0.1129, 'grad_norm': 2.829226493835449, 'learning_rate': 6.044892812105927e-06, 'epoch': 3.49}
{'loss': 0.1164, 'grad_norm': 0.9540069699287415, 'learning_rate': 5.876754939050021e-06, 'epoch': 3.53}
{'loss': 0.1141, 'grad_norm': 5.90917444229126, 'learning_rate': 5.708617065994115e-06, 'epoch': 3.57}
{'loss': 0.1214, 'grad_norm': 3.793583393096924, 'learning_rate': 5.54047919293821e-06, 'epoch': 3.61}
{'loss': 0.1097, 'grad_norm': 2.7061989307403564, 'learning_rate': 5.372341319882304e-06, 'epoch': 3.66}
{'loss': 0.1169, 'grad_norm': 4.421017646789551, 'learning_rate': 5.204203446826398e-06, 'epoch': 3.7}
{'loss': 0.1203, 'grad_norm': 12.274540901184082, 'learning_rate': 5.036065573770492e-06, 'epoch': 3.74}
{'loss': 0.1177, 'grad_norm': 1.8829987049102783, 'learning_rate': 4.867927700714586e-06, 'epoch': 3.78}
{'loss': 0.1209, 'grad_norm': 1.9713504314422607, 'learning_rate': 4.699789827658681e-06, 'epoch': 3.83}
{'loss': 0.1213, 'grad_norm': 5.8526811599731445, 'learning_rate': 4.531651954602775e-06, 'epoch': 3.87}
{'loss': 0.1074, 'grad_norm': 1.7018262147903442, 'learning_rate': 4.363514081546869e-06, 'epoch': 3.91}
{'loss': 0.1196, 'grad_norm': 3.0916364192962646, 'learning_rate': 4.195376208490963e-06, 'epoch': 3.95}
{'loss': 0.1116, 'grad_norm': 5.768030643463135, 'learning_rate': 4.027238335435057e-06, 'epoch': 3.99}
{'eval_loss': 0.24773693084716797, 'eval_runtime': 44.4074, 'eval_samples_per_second': 541.847, 'eval_steps_per_second': 33.868, 'epoch': 4.0}
{'loss': 0.0987, 'grad_norm': 2.273317337036133, 'learning_rate': 3.859100462379151e-06, 'epoch': 4.04}
{'loss': 0.0929, 'grad_norm': 0.9793722033500671, 'learning_rate': 3.690962589323245e-06, 'epoch': 4.08}
{'loss': 0.0977, 'grad_norm': 6.640768527984619, 'learning_rate': 3.5228247162673395e-06, 'epoch': 4.12}
{'loss': 0.0953, 'grad_norm': 3.0998663902282715, 'learning_rate': 3.354686843211434e-06, 'epoch': 4.16}
{'loss': 0.0898, 'grad_norm': 26.723648071289062, 'learning_rate': 3.186548970155528e-06, 'epoch': 4.2}
{'loss': 0.0886, 'grad_norm': 8.537808418273926, 'learning_rate': 3.018411097099622e-06, 'epoch': 4.25}
{'loss': 0.095, 'grad_norm': 10.210289001464844, 'learning_rate': 2.8502732240437157e-06, 'epoch': 4.29}
{'loss': 0.0931, 'grad_norm': 5.671950340270996, 'learning_rate': 2.68213535098781e-06, 'epoch': 4.33}
{'loss': 0.0919, 'grad_norm': 8.413690567016602, 'learning_rate': 2.5139974779319044e-06, 'epoch': 4.37}
{'loss': 0.0936, 'grad_norm': 5.269442081451416, 'learning_rate': 2.3458596048759984e-06, 'epoch': 4.41}
{'loss': 0.0954, 'grad_norm': 6.403113842010498, 'learning_rate': 2.1777217318200927e-06, 'epoch': 4.46}
{'loss': 0.0926, 'grad_norm': 2.4429328441619873, 'learning_rate': 2.009583858764187e-06, 'epoch': 4.5}
{'loss': 0.0982, 'grad_norm': 15.212578773498535, 'learning_rate': 1.8414459857082808e-06, 'epoch': 4.54}
{'loss': 0.0872, 'grad_norm': 4.817980766296387, 'learning_rate': 1.6733081126523752e-06, 'epoch': 4.58}
{'loss': 0.097, 'grad_norm': 10.6371431350708, 'learning_rate': 1.5051702395964693e-06, 'epoch': 4.62}
{'loss': 0.0892, 'grad_norm': 12.688016891479492, 'learning_rate': 1.3370323665405635e-06, 'epoch': 4.67}
{'loss': 0.0928, 'grad_norm': 4.285397529602051, 'learning_rate': 1.1688944934846576e-06, 'epoch': 4.71}
{'loss': 0.0886, 'grad_norm': 4.46543025970459, 'learning_rate': 1.0007566204287518e-06, 'epoch': 4.75}
{'loss': 0.0946, 'grad_norm': 3.1397180557250977, 'learning_rate': 8.326187473728459e-07, 'epoch': 4.79}
{'loss': 0.0982, 'grad_norm': 3.5343031883239746, 'learning_rate': 6.6448087431694e-07, 'epoch': 4.83}
{'loss': 0.0908, 'grad_norm': 6.835911750793457, 'learning_rate': 4.963430012610341e-07, 'epoch': 4.88}
{'loss': 0.097, 'grad_norm': 9.432887077331543, 'learning_rate': 3.2820512820512825e-07, 'epoch': 4.92}
{'loss': 0.0916, 'grad_norm': 2.6111080646514893, 'learning_rate': 1.6006725514922238e-07, 'epoch': 4.96}
{'eval_loss': 0.2620706856250763, 'eval_runtime': 44.3509, 'eval_samples_per_second': 542.537, 'eval_steps_per_second': 33.911, 'epoch': 5.0}
{'train_runtime': 7693.227, 'train_samples_per_second': 123.689, 'train_steps_per_second': 7.731, 'train_loss': 0.18458902988377715, 'epoch': 5.0}
Precision: 0.8814, Recall: 0.9025, F1: 0.8918

SRL finished


===== Training xlm-roberta-base seed 3 on CoNLL-2012 SRL =====
{'loss': 1.3291, 'grad_norm': 4.946095943450928, 'learning_rate': 1.9832198402690208e-05, 'epoch': 0.04}
{'loss': 0.5997, 'grad_norm': 3.169799327850342, 'learning_rate': 1.96640605296343e-05, 'epoch': 0.08}
{'loss': 0.4473, 'grad_norm': 11.862665176391602, 'learning_rate': 1.9495922656578396e-05, 'epoch': 0.13}
{'loss': 0.4053, 'grad_norm': 15.972475051879883, 'learning_rate': 1.932778478352249e-05, 'epoch': 0.17}
{'loss': 0.3769, 'grad_norm': 3.484463930130005, 'learning_rate': 1.9159646910466585e-05, 'epoch': 0.21}
{'loss': 0.361, 'grad_norm': 12.191120147705078, 'learning_rate': 1.8991509037410678e-05, 'epoch': 0.25}
{'loss': 0.339, 'grad_norm': 4.23513126373291, 'learning_rate': 1.8823371164354774e-05, 'epoch': 0.29}
{'loss': 0.3239, 'grad_norm': 11.078685760498047, 'learning_rate': 1.8655233291298867e-05, 'epoch': 0.34}
{'loss': 0.3151, 'grad_norm': 6.755240440368652, 'learning_rate': 1.8487095418242963e-05, 'epoch': 0.38}
{'loss': 0.2961, 'grad_norm': 11.407763481140137, 'learning_rate': 1.8318957545187055e-05, 'epoch': 0.42}
{'loss': 0.3053, 'grad_norm': 5.422760486602783, 'learning_rate': 1.8150819672131148e-05, 'epoch': 0.46}
{'loss': 0.2906, 'grad_norm': 11.242141723632812, 'learning_rate': 1.7982681799075244e-05, 'epoch': 0.5}
{'loss': 0.2895, 'grad_norm': 10.21601390838623, 'learning_rate': 1.7814543926019337e-05, 'epoch': 0.55}
{'loss': 0.2831, 'grad_norm': 10.063034057617188, 'learning_rate': 1.7646406052963433e-05, 'epoch': 0.59}
{'loss': 0.2835, 'grad_norm': 10.419495582580566, 'learning_rate': 1.7478268179907525e-05, 'epoch': 0.63}
{'loss': 0.2671, 'grad_norm': 1.612282633781433, 'learning_rate': 1.731013030685162e-05, 'epoch': 0.67}
{'loss': 0.2781, 'grad_norm': 7.032979965209961, 'learning_rate': 1.7141992433795714e-05, 'epoch': 0.71}
{'loss': 0.2626, 'grad_norm': 14.993753433227539, 'learning_rate': 1.697385456073981e-05, 'epoch': 0.76}
{'loss': 0.269, 'grad_norm': 3.664903163909912, 'learning_rate': 1.6805716687683903e-05, 'epoch': 0.8}
{'loss': 0.2633, 'grad_norm': 6.710381031036377, 'learning_rate': 1.6637578814627995e-05, 'epoch': 0.84}
{'loss': 0.2623, 'grad_norm': 12.14852237701416, 'learning_rate': 1.646944094157209e-05, 'epoch': 0.88}
{'loss': 0.2557, 'grad_norm': 12.36985969543457, 'learning_rate': 1.6301303068516184e-05, 'epoch': 0.92}
{'loss': 0.2564, 'grad_norm': 5.801952838897705, 'learning_rate': 1.613316519546028e-05, 'epoch': 0.97}
{'eval_loss': 0.25186431407928467, 'eval_runtime': 44.3909, 'eval_samples_per_second': 542.049, 'eval_steps_per_second': 33.881, 'epoch': 1.0}
{'loss': 0.2372, 'grad_norm': 8.751519203186035, 'learning_rate': 1.5965027322404373e-05, 'epoch': 1.01}
{'loss': 0.2074, 'grad_norm': 10.501826286315918, 'learning_rate': 1.5796889449348466e-05, 'epoch': 1.05}
{'loss': 0.2146, 'grad_norm': 6.880908012390137, 'learning_rate': 1.562875157629256e-05, 'epoch': 1.09}
{'loss': 0.1983, 'grad_norm': 19.717294692993164, 'learning_rate': 1.5460613703236654e-05, 'epoch': 1.13}
{'loss': 0.2096, 'grad_norm': 8.810961723327637, 'learning_rate': 1.5292475830180747e-05, 'epoch': 1.18}
{'loss': 0.2103, 'grad_norm': 10.87796688079834, 'learning_rate': 1.5124337957124843e-05, 'epoch': 1.22}
{'loss': 0.2023, 'grad_norm': 1.5231480598449707, 'learning_rate': 1.4956200084068937e-05, 'epoch': 1.26}
{'loss': 0.2095, 'grad_norm': 19.26323127746582, 'learning_rate': 1.4788062211013032e-05, 'epoch': 1.3}
{'loss': 0.2111, 'grad_norm': 8.777050971984863, 'learning_rate': 1.4619924337957126e-05, 'epoch': 1.35}
{'loss': 0.205, 'grad_norm': 4.16202449798584, 'learning_rate': 1.445178646490122e-05, 'epoch': 1.39}
{'loss': 0.2055, 'grad_norm': 7.679791450500488, 'learning_rate': 1.4283648591845313e-05, 'epoch': 1.43}
{'loss': 0.216, 'grad_norm': 30.11916732788086, 'learning_rate': 1.411551071878941e-05, 'epoch': 1.47}
{'loss': 0.2074, 'grad_norm': 4.42592716217041, 'learning_rate': 1.3947372845733502e-05, 'epoch': 1.51}
{'loss': 0.2009, 'grad_norm': 29.024242401123047, 'learning_rate': 1.3779234972677598e-05, 'epoch': 1.56}
{'loss': 0.197, 'grad_norm': 4.782503604888916, 'learning_rate': 1.361109709962169e-05, 'epoch': 1.6}
{'loss': 0.2049, 'grad_norm': 3.2152185440063477, 'learning_rate': 1.3442959226565787e-05, 'epoch': 1.64}
{'loss': 0.1946, 'grad_norm': 3.0774483680725098, 'learning_rate': 1.327482135350988e-05, 'epoch': 1.68}
{'loss': 0.1957, 'grad_norm': 4.605764389038086, 'learning_rate': 1.3106683480453974e-05, 'epoch': 1.72}
{'loss': 0.1992, 'grad_norm': 4.985414028167725, 'learning_rate': 1.2938545607398068e-05, 'epoch': 1.77}
{'loss': 0.1951, 'grad_norm': 7.787681579589844, 'learning_rate': 1.277040773434216e-05, 'epoch': 1.81}
{'loss': 0.1902, 'grad_norm': 5.255860328674316, 'learning_rate': 1.2602269861286257e-05, 'epoch': 1.85}
{'loss': 0.196, 'grad_norm': 6.087352752685547, 'learning_rate': 1.243413198823035e-05, 'epoch': 1.89}
{'loss': 0.2003, 'grad_norm': 1.8127349615097046, 'learning_rate': 1.2265994115174444e-05, 'epoch': 1.93}
{'loss': 0.1858, 'grad_norm': 3.4560322761535645, 'learning_rate': 1.2097856242118538e-05, 'epoch': 1.98}
{'eval_loss': 0.2363508939743042, 'eval_runtime': 44.4282, 'eval_samples_per_second': 541.593, 'eval_steps_per_second': 33.852, 'epoch': 2.0}
{'loss': 0.1806, 'grad_norm': 3.325653553009033, 'learning_rate': 1.1929718369062633e-05, 'epoch': 2.02}
{'loss': 0.1634, 'grad_norm': 1.251886010169983, 'learning_rate': 1.1761580496006725e-05, 'epoch': 2.06}
{'loss': 0.1511, 'grad_norm': 11.28175163269043, 'learning_rate': 1.1593442622950821e-05, 'epoch': 2.1}
{'loss': 0.156, 'grad_norm': 4.8727006912231445, 'learning_rate': 1.1425304749894914e-05, 'epoch': 2.14}
{'loss': 0.1502, 'grad_norm': 10.011972427368164, 'learning_rate': 1.125716687683901e-05, 'epoch': 2.19}
{'loss': 0.1642, 'grad_norm': 7.666848659515381, 'learning_rate': 1.1089029003783103e-05, 'epoch': 2.23}
{'loss': 0.1546, 'grad_norm': 11.119623184204102, 'learning_rate': 1.0920891130727199e-05, 'epoch': 2.27}
{'loss': 0.1514, 'grad_norm': 6.423548698425293, 'learning_rate': 1.0752753257671291e-05, 'epoch': 2.31}
{'loss': 0.1537, 'grad_norm': 3.8440022468566895, 'learning_rate': 1.0584615384615386e-05, 'epoch': 2.35}
{'loss': 0.1631, 'grad_norm': 3.4520206451416016, 'learning_rate': 1.041647751155948e-05, 'epoch': 2.4}
{'loss': 0.1515, 'grad_norm': 4.211907863616943, 'learning_rate': 1.0248339638503573e-05, 'epoch': 2.44}
{'loss': 0.1528, 'grad_norm': 2.422922134399414, 'learning_rate': 1.0080201765447669e-05, 'epoch': 2.48}
{'loss': 0.1536, 'grad_norm': 4.317167282104492, 'learning_rate': 9.912063892391761e-06, 'epoch': 2.52}
{'loss': 0.1589, 'grad_norm': 6.938016891479492, 'learning_rate': 9.743926019335856e-06, 'epoch': 2.56}
{'loss': 0.1468, 'grad_norm': 1.8396474123001099, 'learning_rate': 9.57578814627995e-06, 'epoch': 2.61}
{'loss': 0.1514, 'grad_norm': 5.491269588470459, 'learning_rate': 9.407650273224045e-06, 'epoch': 2.65}
{'loss': 0.1496, 'grad_norm': 7.449701309204102, 'learning_rate': 9.239512400168139e-06, 'epoch': 2.69}
{'loss': 0.1531, 'grad_norm': 3.5175609588623047, 'learning_rate': 9.071374527112233e-06, 'epoch': 2.73}
{'loss': 0.1431, 'grad_norm': 6.881627082824707, 'learning_rate': 8.903236654056326e-06, 'epoch': 2.77}
{'loss': 0.1503, 'grad_norm': 1.3101205825805664, 'learning_rate': 8.73509878100042e-06, 'epoch': 2.82}
{'loss': 0.1479, 'grad_norm': 1.9069633483886719, 'learning_rate': 8.566960907944515e-06, 'epoch': 2.86}
{'loss': 0.1673, 'grad_norm': 4.40556001663208, 'learning_rate': 8.398823034888609e-06, 'epoch': 2.9}
{'loss': 0.1483, 'grad_norm': 7.0777482986450195, 'learning_rate': 8.230685161832703e-06, 'epoch': 2.94}
{'loss': 0.1542, 'grad_norm': 1.4647825956344604, 'learning_rate': 8.062547288776798e-06, 'epoch': 2.98}
{'eval_loss': 0.2389936000108719, 'eval_runtime': 44.3843, 'eval_samples_per_second': 542.128, 'eval_steps_per_second': 33.886, 'epoch': 3.0}
{'loss': 0.1354, 'grad_norm': 4.131909370422363, 'learning_rate': 7.894409415720892e-06, 'epoch': 3.03}
